Type_of_Renewable_Energy,Installed_Capacity_MW,Energy_Production_MWh,Energy_Consumption_MWh,Energy_Storage_Capacity_MWh,Storage_Efficiency_Percentage,Grid_Integration_Level,Initial_Investment_USD,Funding_Sources,Financial_Incentives_USD,GHG_Emission_Reduction_tCO2e,Air_Pollution_Reduction_Index,Jobs_Created
2,541.0506867,370462.14696755604,5871.87981,4497.230921,84.76678571,1,367374529.3,1,259454.0282,47402.76396,31.64386142,1723
5,261.967342,142716.3987653677,209278.6163,7271.757359,57.30908935,2,204175858.7,3,14592081.15,44373.15113,66.91767755,1503
3,96.37405977,92644.68915085297,419206.522,7511.166662,66.27386589,3,400312162.0,3,18665981.9,25640.58064,18.81360799,3240
4,91.18322467,73278.87231704517,293913.966,6479.060499,59.01129718,2,242881299.6,1,19351133.25,12140.68487,95.44905429,1308
7,107.3998069,62480.616078939085,414952.3677,7572.370856,51.47384208,2,499121909.0,1,2269599.667,1241.90893,16.07284264,2836
5,283.5493685,155220.67153029348,122216.6564,8761.964592,96.97918359,2,476891583.8,1,1008317.748,48165.64575,77.98257246,1815
1,987.3556435,649296.9248716529,383940.7796,9745.248247,92.36777361,1,148357975.8,1,11361685.25,29129.49372,99.3070147,3654
6,333.8250956,128839.0656393399,31916.87139,6415.759722,57.56268609,4,413900090.3,1,15291087.21,47471.77874,39.45750224,3959
6,653.0709059,296892.8372043411,90701.3629,8922.778352,83.32143186,2,113613924.5,2,8152664.987,9821.461373,6.734356275,2440
2,89.7479431,64256.5508885234,393353.6222,503.134746,57.97229843,4,34937203.82,2,17207761.47,23624.36493,34.54216238,1469
3,857.8853138,568408.6665697237,116772.1729,793.774956,84.70283994,1,454459365.4,2,836169.1508,32637.50216,6.592149024,467
5,713.5234705,394086.02032431244,167512.8807,8510.191846,66.5996269,1,177476979.0,3,1104727.271,43457.85523,7.607902093,2396
7,18.50541698,40292.2776897811,137786.7388,5456.895344,84.5737931,2,338908275.6,3,9009493.846,21059.07094,88.51849318,3745
3,125.016728,110539.56554155314,177309.4996,6096.866781,65.57237963,1,331323403.4,1,10908030.99,31847.64718,39.66397025,3232
3,317.3150146,230680.4002297897,24035.25879,8989.057215,50.40103071,1,268037515.8,3,4832847.436,35552.24622,39.69838324,1193
3,578.6037985,393923.9378995646,438284.0499,2652.083377,59.38699319,3,63184569.95,2,1824907.206,23857.67776,18.21521645,4054
2,114.5655757,88840.918046253,57397.66043,2521.766843,80.91833699,4,355143015.3,3,4134005.141,14929.86652,97.51960855,2523
1,717.5633498,451623.7813092357,226141.6377,7437.642588,59.33595221,1,19931424.01,2,223837.3702,16345.55188,46.27876684,1050
7,949.0954252,248900.94719426302,333986.277,2905.840423,73.01999514,4,145128422.2,3,14801996.94,36248.43877,10.55292023,2889
5,195.4391252,90568.81078316056,64965.0532,3198.111266,91.88722369,3,305430879.9,2,14174713.32,23510.21951,32.24125184,1792
4,101.4615586,73821.5126557801,151826.5152,4187.473489,59.46681039,1,20105632.63,1,6826617.958,38373.47923,61.16402451,1209
7,473.7443294,141283.2856960279,268971.3654,948.2992271,81.8759754,4,226511505.3,3,6424881.296,38069.79006,76.01204579,1002
4,286.5464093,168489.57323621865,52648.74599,827.9783284,59.67551859,1,83744898.2,2,9314404.958,9412.295913,68.80883358,4024
4,947.4070478,424978.7419796521,224153.3878,2293.794027,51.9781232,3,304948461.0,1,6101989.572,40425.06692,86.85657105,4024
3,764.1595938,509852.31418797595,186831.5319,1288.003111,79.87032812,1,66621937.31,1,16740018.92,37648.75083,68.17610272,986
3,943.606645,621964.1738134101,71296.07765,4582.698146,60.48052445,2,417254430.9,3,13342182.5,21347.57831,62.72972391,1353
6,338.2349222,105246.31665516895,253895.9865,6421.906147,76.63207324,4,85685743.08,3,15675070.77,841.4031451,47.55288353,2040
7,412.1015005,131582.90659712884,345525.5596,9571.680453,65.85433051,3,245328279.3,1,14120782.84,49444.75117,63.00320394,3725
1,540.8664286,282072.20891278645,395526.1652,4276.594313,86.98781587,3,55188229.19,3,1506585.131,10093.17764,58.87568789,305
6,841.3321865,326153.1623483151,120379.1605,6385.028488,59.09472022,2,344145589.2,3,18912071.32,42151.91753,64.96601597,1395
6,547.5938274,196156.28321477328,148004.9696,3421.86405,95.07339618,2,3887554.742,2,2589741.86,41001.2835,10.22948081,4332
6,501.577792,240508.3640608994,140241.3642,4512.435658,68.81363533,1,319845103.5,1,6986592.279,21716.58617,65.94411052,1669
2,227.9947694,134024.81028331007,92965.81683,8569.428236,92.51871956,4,94581683.65,3,6970862.73,9218.760738,81.60553704,200
2,939.9544668,459923.12270213244,388834.3832,5420.865288,53.63817157,4,127159268.6,1,13285489.67,25826.11746,80.11025064,2852
2,146.1641486,89486.95551735334,72818.20486,3419.661867,64.82576255,3,300553481.1,2,14193667.8,17297.38269,29.80967245,1269
2,739.4757436,385881.84345437447,209258.3007,3465.57281,64.88171836,2,376553572.0,1,18825267.39,10945.2348,61.13773205,4692
2,893.7974659,590845.246765155,156845.3846,1292.305509,88.51618472,1,439133970.1,3,16808994.16,47701.28442,23.29217137,1747
1,100.1617715,95011.11090554699,101421.8141,9095.549387,95.25883715,1,444426714.3,1,5652755.094,44875.11752,99.15630149,3768
4,652.6639902,327280.89961091336,177223.5687,7199.357121,95.71215183,2,41322527.72,1,14349966.17,33175.74215,74.62317986,2999
7,18.12390544,38435.83279832592,36140.97448,7866.474459,87.4442661,2,4808849.12,2,8256796.921,13364.74864,36.41195932,130
6,89.50488673,62536.244359728735,390817.1607,7749.927,91.20516495,4,18121823.7,2,19018894.29,43395.50401,9.198771712,887
3,768.6446208,469573.93977144023,433927.0823,1689.993572,56.63137275,3,72659990.69,3,3808744.963,4476.670934,85.11226206,1523
2,168.9367591,112596.74130076813,268396.7913,2249.189149,72.43626277,2,483915351.4,1,3397627.966,3013.21538,61.32054833,3490
5,458.5844418,233141.03797593614,315454.796,2330.303446,90.13502165,2,377842611.1,2,17130117.12,44543.12453,95.69127994,4293
3,462.7650367,310054.251096351,279539.5247,9355.209605,59.71075073,2,164612641.2,2,12187285.92,37345.21521,68.39741182,2488
3,566.6911645,386481.3661668663,99733.1296,6789.715017,77.41004396,2,400122364.2,1,19553782.57,18201.87902,62.81257663,4750
5,315.1839022,171334.423286915,333600.9521,7246.320358,93.96839836,1,111770317.9,1,19023372.61,31605.00759,62.95490114,1739
4,180.3355874,88306.56104802279,170136.6421,3860.002912,61.40305278,4,364421820.0,3,13631797.8,6368.42508,28.08064882,1852
1,937.5569465,562053.4549236894,92226.60778,804.5454398,66.52799096,1,245508312.4,3,866490.4923,26205.4253,47.98168852,1789
6,464.2598536,220075.43224884517,190940.4871,9402.584594,50.71344269,2,290578650.5,1,17388277.17,41084.68245,51.21877421,4864
4,536.0895701,219834.88232869687,442300.6267,7240.065204,53.46737607,3,361538694.0,2,17877097.86,42401.17859,21.91763029,415
2,557.0019771,317540.6306897791,195946.718,1234.907672,89.64815933,2,96130133.86,1,7428813.687,26001.96276,31.93972739,2861
6,539.213235,251041.31780144616,140761.4453,9252.060112,90.96028035,3,498450718.1,1,518311.9524,42907.7265,70.00289901,1110
2,893.5941626,559420.0238780024,261527.4018,6695.751213,82.77947552,2,397046461.0,2,9642688.533,34748.59764,93.16675424,3221
6,653.5803868,261835.58796061054,266807.3383,6740.491394,52.05988458,3,332974549.3,1,12962412.16,25474.7696,75.03627389,3071
7,467.4410037,173080.66302372437,220307.2033,9728.220652,82.22988203,3,82675243.12,1,2288773.951,15469.07272,79.4453035,2719
3,904.6576839,434971.054725223,349745.9189,354.9924161,99.30136412,4,402016857.9,1,4217111.009,44744.06545,27.34147158,934
4,28.22349765,45044.42601897268,45336.02664,1425.391736,99.23203151,4,53713970.93,3,14401386.2,40729.69855,22.84544087,479
2,350.79446,222214.6619408424,129180.9975,1373.189521,77.63982513,3,5606865.631,3,16301752.01,11280.52389,28.37189752,182
1,169.1356523,109210.53908353488,131315.6806,4117.404907,91.90126153,3,237144561.2,3,11606667.43,27903.67063,61.01619057,1270
2,18.36357626,43906.63345085844,359527.0363,5240.247593,94.43392635,1,387501328.4,2,16895576.89,23587.48537,32.81828687,1841
4,229.711622,110627.51927116732,180925.8433,3785.541816,68.2517718,3,69081205.1,2,16867642.08,10638.5317,23.33010538,4659
1,187.4245838,144350.28982540517,54401.01123,3097.712116,81.59513465,3,433495009.6,2,5565648.137,27111.89862,99.78851766,428
1,156.829576,106703.46250611614,4097.555561,2993.964596,66.36288208,4,450757430.3,2,5750676.158,42243.04089,41.73311341,4373
5,630.4394016,347150.87794759846,126700.6843,6792.65789,77.55114255,1,410260188.9,3,19338620.22,20845.216,24.64049887,2877
1,369.4697169,227038.7885658159,160081.0424,8224.8635,94.95626843,3,264847608.7,3,10795338.48,35232.84385,60.599845,2818
6,323.5647865,134124.23114363424,153679.4089,3651.462583,57.07473428,3,95851363.6,1,7466750.688,39010.76786,51.80313929,4126
3,378.8702799,192730.65561851335,226771.4334,2027.023742,77.78156896,4,242975133.4,3,2134354.353,3995.898749,22.4702406,2901
7,789.3619074,237367.88443150316,267192.9527,8906.005825,91.24413263,3,125915592.2,2,18017146.02,29907.03636,11.36329328,4606
1,945.9140912,459713.10691369884,212421.0633,4832.257819,95.894891,3,90218310.93,2,15279009.02,27283.68531,7.691286569,700
1,75.42597617,64953.05163955447,309523.5139,4068.264981,94.58323964,4,423974673.8,3,10906929.11,4962.374292,58.85485116,898
3,318.5161642,231430.83393401513,5507.351146,7116.233449,58.8036248,2,254956447.4,3,12235570.34,41740.05589,24.98919969,3352
7,655.8821497,222644.9256927706,216501.8149,1653.194099,81.90032448,3,340378024.0,3,19626029.07,20741.26121,82.35097611,3908
3,927.6217692,602463.5479403113,126032.7377,7513.886135,65.67419222,1,141857226.3,3,17865698.42,23685.15124,22.58408195,4662
1,606.661802,338957.88955074426,61302.71097,7975.663063,68.29483816,3,206373781.0,1,10540795.29,41528.63123,93.562402,4053
5,326.9815574,154094.93614902673,435579.8662,6344.22426,92.12335194,3,103118359.1,1,7732715.702,4387.900041,51.1165562,2673
2,986.9353838,575153.3504841794,64769.19994,2296.003828,92.79490051,2,497265954.7,2,17079309.65,35012.67907,4.29229726,4243
7,744.7273208,269821.1895644343,401927.1729,9454.81283,63.37823304,1,333306449.0,2,18792193.74,10222.40961,86.05911913,801
1,863.8141027,387555.18686991185,293100.8686,3723.07391,62.18157376,3,89126093.68,1,9506076.856,20284.23274,10.01763625,110
2,620.758308,342503.6673389309,377000.2223,5283.608611,97.32235758,4,32400095.22,3,5532883.683,26878.64431,87.51573735,4791
6,90.58436325,63651.85943799355,257596.0217,5106.931449,56.98191155,1,462496325.8,2,5523586.236,25582.18867,55.06365686,2759
3,232.5085793,177696.48599934473,182451.1599,7269.772913,56.3064059,1,119858962.6,3,2628629.565,3564.647006,44.14538215,1982
2,158.9347377,86477.7939753517,385842.1358,890.8210957,57.00392259,4,185354537.1,1,6482363.578,20001.57413,87.82766275,4397
3,806.6789797,498821.4257859406,8104.215968,3942.507199,71.99156941,2,265776537.4,1,10858570.2,22025.38572,92.73209604,3805
4,976.0701639,463268.51944445365,49660.04696,4196.679492,63.30162119,3,327935076.4,3,16443964.95,45904.33181,85.53041629,2111
1,731.6385188,333328.209407547,181826.2845,5522.344351,84.13388973,3,35583604.25,1,19475021.76,13325.91319,26.88605263,2876
7,222.04232,94202.40779205321,127238.9711,6586.964056,79.6680357,4,323380699.1,2,2758416.044,9371.150699,50.72504148,1365
5,536.1790742,230581.6687384503,328075.3802,1904.724547,85.084442,3,498941875.0,3,1330007.323,49283.4502,39.4963468,2485
1,77.4200972,76040.71555667877,345349.409,7455.236953,80.66195629,1,23969957.14,3,6825742.216,9834.71801,96.98371893,4395
6,24.73129585,39819.8788321827,392101.6975,6213.381058,74.91765908,3,109061503.7,1,2827017.221,19361.09136,39.21601171,4088
1,251.7014652,166436.1080947362,14565.16043,3879.007428,81.17017714,2,206457348.7,3,16179112.5,28940.66557,35.69274615,2161
5,88.52921625,65795.97046978693,172796.8046,3578.4768,78.41347636,2,205316179.1,1,6140153.475,37575.61331,24.61618663,459
4,564.2065312,217299.50269219518,362898.7078,1413.213415,64.03015321,4,279801878.1,3,14854763.99,32727.94465,76.4753644,2071
7,324.629256,170034.73027262045,165022.1231,1438.502799,70.61858301,2,161780455.2,3,15599018.95,20462.03902,73.75360435,4399
2,614.6120778,416420.5748029802,373997.3387,4403.350847,61.94405692,1,19919390.48,3,9923708.418,45246.74526,9.51753156,4869
1,543.3723398,317956.4485188403,298648.3065,6411.879235,74.34993483,2,217376388.9,3,6530968.136,9948.558774,68.51055908,1344
4,861.4809494,509752.24539929687,79523.38997,8078.525619,84.84693663,1,16301988.51,1,19832354.21,8237.834032,50.91659827,491
1,846.0494893,442681.30919777945,334987.5315,5767.431046,85.61001033,1,61378820.88,2,11333026.83,2903.174119,13.37173108,3509
5,388.3019297,153866.86089896155,51552.54483,451.8979591,77.7677128,3,228374026.4,1,6942395.661,30304.89485,98.79485162,2800
3,616.1746543,312518.44153668504,447077.7209,3660.011608,62.12917468,3,360197138.1,1,15374595.41,19284.47269,84.96600726,3529
1,946.094246,389358.26786370645,312826.8297,1194.630021,90.21875681,4,325553523.6,3,11992158.72,33585.58744,72.68755685,3152
1,707.8058759,351774.3512896517,227868.7362,7486.085489,50.77110994,3,100010377.4,1,17308009.26,44972.20271,2.881928621,4494
5,449.1628396,223056.42335280403,252515.1667,5526.018687,63.04755955,2,482156253.6,2,10733891.0,36679.56626,98.70812631,1853
7,596.5529578,202274.28576824738,289712.0301,6818.587948,86.64490865,3,237949880.0,1,445594.6688,21981.15719,84.81964204,3691
2,322.0206442,233620.30301245794,434591.5199,4298.037784,59.47592808,1,452254152.2,1,10205187.42,12729.88163,40.08307541,683
4,225.1827497,134250.89800497366,85139.52343,13.81985688,69.02193078,1,219829526.8,1,7994868.163,28198.53572,42.63061253,4750
2,273.2543394,202477.46262451203,394564.4884,4820.091313,73.61525926,1,408641829.7,3,12780054.66,44591.99078,12.10969515,271
5,448.3906022,245104.97008922923,224918.6624,7766.219224,70.6965298,1,84400649.93,3,17033148.8,26874.64599,24.23171678,4862
6,112.4562512,70278.86465902012,241849.4794,6379.255465,62.95573839,3,31738519.16,3,6097066.526,40867.9019,46.2574712,3653
6,209.9596144,110569.65507094501,139638.6325,4733.132374,79.07016435,2,134352356.1,2,7116321.754,13584.54287,25.15277788,1187
6,202.1019263,103461.40175155809,98432.77095,2634.052453,61.60093993,2,224759757.1,3,300483.807,24600.67142,50.84063977,3759
7,224.7655047,113134.05942444081,84391.5879,5968.152039,89.38472416,2,189106294.4,3,10736924.8,45710.75964,75.11167283,4416
4,295.1638379,113957.76493258387,135600.4513,4243.019708,55.022692,4,30456591.35,2,467429.1083,9131.24331,53.77069445,2537
4,132.5325314,106293.56778029865,195420.3451,1132.159734,61.89814634,1,280023988.8,1,14538929.13,19409.13688,24.84053129,1476
2,1.911115424,33186.67707863316,253046.6957,943.120575,87.83507102,4,460268786.8,1,2753362.751,25347.0063,32.4714037,2340
3,237.0585011,172484.56394494025,429616.9062,9585.039584,64.15763564,2,118448872.5,1,4987231.524,14422.19128,34.61596352,1305
5,144.6150652,79856.9576607678,287507.1294,8016.576738,60.90378862,4,149171358.0,3,18338780.28,13452.35781,79.38817489,1459
3,514.5870643,353928.6575630263,146312.1655,2006.177831,81.92474623,1,252484274.8,3,17620979.1,7293.259733,28.72587245,1793
6,583.6740801,169158.35079250517,400049.0051,7850.10582,59.23775257,4,297807804.4,1,14474744.3,28890.64059,26.11780961,4901
1,895.5448829,433612.42396473174,322025.8478,7437.631946,79.70698371,4,177553245.5,3,342383.6265,32028.99254,90.46612372,3985
1,346.6759195,197162.3463208015,303948.0356,5276.939544,91.29267071,3,70265393.78,1,9599064.286,1699.880912,94.74335663,4135
3,738.1428716,477206.970739878,261822.4825,2760.595762,85.42582996,2,210417968.7,3,2658687.969,14208.60435,56.13667829,1660
7,601.9192025,216685.66464925435,154086.425,3686.851234,58.44917377,2,156441101.6,1,12134818.06,20182.99731,6.934978752,3756
5,840.2021738,334635.0596090001,178391.8441,5047.583771,67.30131448,3,318024934.6,1,246512.2014,37167.96206,61.99632757,1308
1,601.5133789,351591.7098387771,139479.2362,5805.510561,94.41023734,4,296374537.9,3,18966445.05,31721.94408,84.63873446,1723
4,961.8230076,327370.1825391731,295078.5427,5144.329849,72.62297171,4,134893430.7,1,15119000.66,1364.162463,4.648136246,660
1,976.2336288,642348.3027435093,341305.358,3077.857279,51.33338306,1,401397328.1,2,11998184.83,44563.14356,73.36416089,1447
2,898.3552501,391409.0181501887,446702.2596,3251.546803,81.51142253,4,317971158.8,2,6262454.683,8073.419972,87.48919534,1621
4,316.7563106,201781.1678134232,210660.6412,8341.448796,75.29388751,1,282311680.8,3,16967575.76,33346.29647,95.0398188,3762
3,998.3439036,449562.1232115167,421187.8153,9336.237658,51.3623844,4,189939984.8,2,8713908.954,26455.67196,91.42548407,4732
4,476.8209776,275276.1924502606,71445.23348,9340.407169,79.90743721,2,433238218.6,1,17747468.06,26511.52328,14.07749512,1713
3,648.4784954,351843.7776340871,18099.42819,9540.442112,79.22997124,4,280980371.6,1,13420838.18,6456.743043,76.55587634,664
6,623.8881019,188895.61901875914,313223.692,6191.052323,78.37057548,4,169365051.2,2,15794342.19,1536.955162,36.40742433,2478
1,886.4130734,344336.84955924517,115167.8233,1601.89974,61.95167662,4,89607816.83,2,1354980.896,1573.251992,68.4143101,2176
3,213.1746964,159399.99932306277,91223.30011,5720.079328,88.38952373,2,274027090.3,1,8028303.78,35358.69695,15.90918029,2517
5,200.0090612,125036.32967470992,111390.8723,1868.765993,76.84334781,1,279730428.7,2,1427649.125,31875.20986,20.46678623,402
6,891.2615817,387777.49361495435,391901.4569,4516.490402,92.05518021,2,345544307.3,2,18850618.7,11336.93199,69.07597814,4537
4,407.622303,237362.89679330785,426129.0235,5946.151299,82.45917403,3,22264748.24,3,11438362.34,37239.18402,86.67596453,2868
5,863.2671559,462285.593121966,374814.0401,4831.800357,59.54080428,1,354134260.3,2,18391221.92,8755.667249,2.567446838,1625
4,577.2694069,267753.0687542641,445658.8116,3750.634314,78.00036695,3,304618401.9,1,4630522.158,8461.398916,86.0033727,3892
6,75.69905692,62014.447977150296,360760.0448,1212.798936,91.3507066,1,46880930.05,3,9327617.715,30945.36754,88.58328075,3205
4,140.1145136,105548.9460971872,47113.85668,5790.404529,65.33126786,1,183580717.3,3,4757675.327,11036.84202,60.13570241,3994
7,216.6550172,115307.65434379113,381593.4124,7409.426936,52.38666985,1,146725247.9,2,19559948.2,22785.98128,34.47670586,3321
3,350.1300987,251182.04724830601,364960.7352,8284.004601,68.34922163,1,113260569.4,3,14965162.93,19756.7246,5.905353919,2357
4,581.5791922,258530.086916395,422594.6445,9400.819856,82.00985348,3,118224002.3,1,18673153.23,32395.80919,84.80144296,1480
2,264.9007488,193059.78830061102,428208.0112,6443.342388,68.46595917,2,350407198.0,2,10016692.37,48283.31455,45.05001086,2406
6,431.6095472,194684.47447197817,410081.4595,7620.418187,68.59551073,3,442362904.0,1,15827331.71,8063.320805,50.88421895,2467
5,646.3838448,330563.55950056657,265657.5904,4207.25027,98.36111827,1,265525276.7,2,10394009.64,38185.42891,97.32116002,177
2,763.9562589,509725.27808672306,235958.6981,8774.199539,72.60269212,2,483600589.4,1,6437544.576,21870.78437,81.49633444,2154
1,817.5760826,543224.9544959777,270152.2337,9132.416162,81.62083169,1,38381908.7,1,1077940.196,8395.231251,79.58870842,1932
4,414.04779,278764.3000650236,387913.3614,5726.727635,93.09704583,2,448408589.0,3,1674619.555,49583.05195,77.95311434,4609
3,747.4391229,499405.98434373294,266515.8888,4148.358499,92.98003123,1,148972588.4,2,6961372.636,32513.96245,95.49405916,2672
6,837.8960067,396029.2171808297,155801.2328,2690.357295,97.99581416,1,349030616.0,1,2580773.741,46017.20703,13.51615795,3195
1,40.93751423,54397.406394738355,32696.95231,5258.369125,90.71089125,2,133692977.9,3,18828165.11,25127.33583,64.11596815,894
2,502.1128551,230265.7934929366,264926.6662,1851.918863,60.28569406,3,15332487.93,2,19952258.33,20401.65137,28.59598354,3074
5,904.964933,419198.11853922764,64988.16175,8816.505966,68.81970071,2,97940126.02,1,12288373.53,21978.49799,47.72816685,2963
6,903.8049988,296229.683430723,25765.96015,3863.040792,98.81047118,4,92741955.98,3,7903010.272,18501.93531,50.85546498,4590
2,873.6783748,578275.5851178282,371456.7718,5502.758609,74.60829759,1,462396484.4,1,19066732.84,22388.62447,83.17074107,1154
6,485.3017147,155820.9649352702,366253.0932,9702.545496,79.09660823,4,408541503.4,1,4764619.554,18997.60389,65.42025346,926
3,780.8025272,464679.753816779,275017.5401,2449.113904,52.74421037,3,286702373.6,3,252090.6916,10971.76551,32.73916859,1068
6,826.5717897,290221.60130313894,223499.2797,3587.486641,77.3745646,3,206285538.1,3,1593353.136,279.3110474,4.971540457,2605
4,578.0952147,274409.0759752609,96486.75659,4063.323505,52.89674443,1,236128276.3,2,15914298.45,10213.85189,1.16193615,1856
1,66.86268333,70860.24643672412,374186.4621,425.6155992,92.56205223,2,48702137.29,3,19565552.32,1775.73428,38.70553609,1942
4,230.881416,124600.63848143317,326993.6319,1749.508679,75.5706058,2,359449941.3,1,3490014.227,48930.40458,12.44877109,1595
6,400.2107579,169742.96492502856,429791.0646,3794.237297,74.01332904,2,393130196.9,1,19810302.6,9868.234337,83.97912541,1891
2,374.3641553,182102.86193246092,384536.5363,6060.649369,69.77232043,4,244561281.7,1,396935.7167,48637.59009,77.81928828,641
5,499.664254,224645.35413987056,309926.5258,3176.074516,88.26558086,2,35504841.88,3,9258101.425,25945.68601,89.54601698,3293
7,818.9138415,332513.5779139713,403887.2726,5996.861969,67.53657188,1,244468199.5,3,400195.5297,46959.63758,76.30486879,946
1,172.3871432,113650.94372740609,38642.97497,4326.314305,60.75920708,4,390935609.3,1,19711145.22,43559.4901,91.27462067,1191
6,269.6308933,143828.95722942284,85683.25687,4812.008222,79.51268678,1,412813699.2,1,17891199.7,39581.03178,58.53501749,2456
1,685.8235546,380417.2643223639,292385.1152,6929.68438,74.02680747,3,43714852.18,1,7187860.285,15384.65474,98.61781274,3116
2,38.07475425,56221.44612172179,7350.345197,4684.541686,59.90214758,1,407549410.4,2,9754812.0,20406.61507,17.37790046,2699
5,824.298687,391835.97577163304,118173.6192,2466.233469,54.20796135,2,435614978.3,3,9214667.164,3592.072136,27.6842365,2925
2,804.0104001,520379.17140796105,442924.2768,7311.604439,93.82491692,2,430315087.1,3,12250728.25,23665.20193,82.39091215,766
1,61.22535697,70685.08375205606,199095.1416,7359.078672,61.24603008,1,120786954.2,2,13129569.46,37512.53846,6.157510414,2028
6,791.5796633,345411.76122482866,21479.61436,8921.589167,51.0856813,2,405362606.8,3,19615927.76,38936.9993,96.47306715,2096
5,640.2709322,342768.03640577116,85175.76822,6194.993197,63.34622716,1,109127470.4,3,11379602.02,31761.025,39.05664784,2019
5,132.7295411,67666.1886029676,174551.1085,403.5407862,72.1158218,4,415742594.8,3,15567618.2,35152.34663,27.34797268,3040
1,128.2647503,80399.80452574362,235901.8271,2912.735094,86.02479076,4,338912223.6,2,11702791.72,31559.38239,9.976478711,1009
2,298.0222686,142894.7939905185,402131.4543,7301.654664,66.51445389,4,162311111.3,1,9486334.211,14590.4065,82.7497461,2726
2,408.9192922,244999.21100666487,345464.6474,8444.40125,78.15133839,2,55500079.32,1,1205758.133,18587.68105,15.64560679,1595
7,968.3766568,258560.86318493725,34391.37112,1560.63401,59.20555473,4,72646628.97,2,15521997.54,23017.9506,78.36546193,2036
4,645.7409396,378003.71161821013,358093.1001,4089.577575,92.61007925,2,25951072.51,1,3854313.187,19568.64371,26.12112734,3025
4,143.6540287,75990.50492151719,67940.63259,4163.02906,55.38324801,4,67864612.55,3,3192174.127,5366.544345,47.66855875,866
1,361.919818,234709.97762020322,77010.87779,1003.301583,97.63325278,3,388535306.1,1,9972777.758,19245.62355,36.43185559,418
1,275.55171,175442.26948542637,62533.91691,8007.884742,73.74065195,1,95624128.7,2,15475973.0,16745.79616,50.32501588,855
6,701.9999666,336878.81316314125,32657.1403,6882.74167,78.94059126,1,238187071.0,2,7791602.651,30791.61595,50.31387209,1170
6,775.214906,372458.7987922091,157696.3887,9958.519206,76.98084707,1,216727240.7,2,5400853.981,14161.38628,11.43663119,957
7,405.7999442,156893.3084780677,8167.578561,3069.333768,90.78592633,2,372661831.2,3,18849042.99,6599.98553,67.53929969,1101
6,355.7947474,148097.8402617718,143529.9549,1827.323998,73.18561894,1,89005077.61,3,564125.3194,48120.25956,64.40806417,3485
5,567.5125986,298260.2961590538,178585.8979,519.2307306,66.47386336,1,178892062.6,3,991215.0787,32126.00442,38.88318577,3849
2,245.2214175,185638.99562649237,46054.0238,4898.893243,89.64767355,1,40598795.9,3,3793227.198,34564.58578,36.55677503,2097
5,975.15671,352227.10134789476,205476.5239,9385.075862,96.08493807,4,450634237.0,1,12192721.85,32049.36123,2.273913415,161
3,101.1921863,87684.98870413128,347525.4139,5258.839604,79.87850503,4,307462664.8,3,6875548.508,483.5820946,70.03682615,4325
3,615.9199848,417237.70656974125,227796.9855,5778.683994,62.87934126,1,466952502.6,1,12839130.06,20765.80128,62.87679096,1464
7,331.9121804,119610.22682438436,194670.8996,1101.361836,55.4283448,4,262750188.9,3,3418182.429,7361.470439,9.814139445,801
7,341.1476091,132080.8041219504,122179.1473,7547.426228,97.49087071,3,349692191.4,1,14804125.28,34934.44665,59.01758463,218
3,166.6492144,133617.30262935354,232575.8204,7882.853012,54.72002481,4,431961229.4,2,18463394.81,16497.00283,2.898261302,1039
4,993.7116979,530521.5775577115,377502.2715,6248.034876,74.51913108,1,104872244.7,1,14312497.3,32423.37561,8.248182337,3581
2,446.6101413,218342.5242515349,227503.4438,3302.255216,58.13325562,3,471244492.7,3,8477936.099,18720.32184,48.66014272,2975
3,17.87256284,43599.86648395023,365990.728,4559.36528,57.81476783,1,236149725.7,1,18190096.41,35852.33475,91.98760495,1240
7,504.6887373,234140.6528990327,229308.6385,9595.342059,98.07987286,1,163437747.8,1,11346127.77,3912.353614,40.66254386,2150
7,206.390124,117694.57471442324,81344.87406,6879.772809,82.57886517,1,486280275.7,1,16570563.73,21373.82521,21.78179496,3038
4,950.4425772,397758.76709282864,187144.2735,971.2420402,74.52177801,3,447141703.3,2,240981.1053,49283.9752,5.536164457,3840
7,113.6197877,70767.45071011162,227289.9408,2168.37362,75.38247938,1,171794663.5,3,5836735.265,11358.4857,32.16084392,676
3,528.3321469,362516.0751922729,35095.25939,6605.443068,53.23368416,1,374729878.2,2,15395665.43,4390.034817,11.49608827,3053
5,398.3119897,126386.58744496404,409310.8126,8340.363965,78.88311407,4,196475597.5,2,10091817.91,44506.50985,93.08847563,2811
6,191.1724544,111717.66733623174,406426.3853,5966.712063,63.97180883,2,32859511.55,1,14622706.04,32207.75283,42.42018653,1567
6,901.8847104,394727.4626152497,361668.6343,4452.725421,87.04909082,2,403942260.7,2,17171602.04,30990.76868,1.246216703,2988
6,437.1302774,161078.0732711295,88218.13002,3776.320685,87.40071378,3,385960053.9,1,19836624.06,5549.93574,78.02801355,519
4,621.3602531,384496.3353539945,110849.3101,8734.805153,78.53708401,1,343052575.9,1,414789.7901,22054.37216,2.553369563,465
7,575.9803755,322034.539891622,110237.9264,2881.25887,98.68449112,1,483164908.6,3,15181000.99,36855.07588,2.495424028,1541
7,6.232194825,35039.70162884955,357200.3001,2552.485768,91.18284611,3,385261275.2,1,6498442.4,49772.72608,46.7561467,2119
2,663.2131125,441380.7980275132,375193.5668,887.4688977,80.11645224,1,294774589.6,2,14702974.76,17940.86064,50.97061595,3971
